hash,language,course,text
c7aaa77f,de,german-bangla,"Haben Sie das in Größe L und in Blau?"
c85b059d,de,german-bangla,"der Teppich"
c8c8fdcf,de,german-bangla,"die Rechnung"
c8ff247f,es,spanish-bangla,"Es listo. Está listo."
c94a9292,de,german-bangla,"die Vitamine"
c94e3405,de,german-bangla,"Die Rechnung, bitte."
c95b2c43,de,german-bangla,"die Karotte"
c962e7cc,de,german-bangla,"Wir wollen ein Picknick machen."
c96c1a40,de,german-bangla,"Das Haus ist groß."
c99fd512,de,german-bangla,"der Lehrer"
c9cdff4d,de,german-bangla,"Ich bin Mitglied im Tennisverein."
ca4e3598,de,german-bangla,"Die Rechnung, bitte!"
ca5e8463,de,german-bangla,"der Traum"
ca976fab,es,spanish-bangla,"viernes"
cb35b0fb,de,german-bangla,"der Bahnsteig"
cb460388,de,german-bangla,"der Mieter"
cb55f4ec,de,german-bangla,"Ich heiße..."
cb6574f5,de,german-bangla,"Ich sehe den Mann."
cb6795ae,de,german-bangla,"der Döner"
cbd41386,de,german-english,"jot"
cbf41208,de,german-bangla,"der Strand"
cc065d76,de,german-bangla,"Musik hören"
cc1e9222,de,german-bangla,"der Zug"
cc67ebcf,de,german-bangla,"Er sieht abends fern."
cc683a46,de,german-bangla,"Sie wird heiraten."
ccd76eab,de,german-bangla,"Ich wohne in..."
ccee7993,de,german-bangla,"gesetzlich"
cd3ed0ee,de,german-bangla,"Du sollst pünktlich kommen."
cd480b5a,de,german-bangla,"Ich trage einen roten Pullover."
cd93a30e,de,german-bangla,"wandern"
cd94d9ec,es,spanish-bangla,"las mesas"
cdb7e71b,de,german-bangla,"Dreimal täglich nach dem Essen."
ce469407,de,german-bangla,"der Fuß"
ce64a47f,de,german-bangla,"der Verein"
ce796ed4,de,german-bangla,"müde"
ce83840a,de,german-bangla,"das Herz"
cea87644,de,german-bangla,"weil"
ceb4cd04,de,german-bangla,"Guten Morgen"
cedcdfbe,de,german-bangla,"sich erkälten"
cefa09b0,es,spanish-bangla,"Soy alto."
cf08c4db,es,spanish-bangla,"la mano"
cf373f26,de,german-bangla,"Wir haben das Spiel gewonnen!"
cf453824,de,german-bangla,"Donnerstag"
cf5bb02a,de,german-bangla,"das Theater"
cf9b45ed,de,german-bangla,"Wer macht die Hausarbeit?"
cfc61709,de,german-bangla,"richtig zwanzig lustig"
cfe0fded,de,german-bangla,"Wie viel kostet das?"
cfe3d42b,es,spanish-bangla,"Soy un poco tímido."
d01f1b82,de,german-bangla,"Wie viel kostet der Beitrag?"
d024fb7b,de,german-bangla,"die Kartoffel"
d029a7ea,es,spanish-bangla,"Soy estudiante"
d0442b75,de,german-bangla,"Ich bin dreißig Jahre alt."
d0b24eec,de,german-bangla,"ungesund"
d0c75432,es,spanish-bangla,"Por favor"
d0ea0f32,de,german-bangla,"aufstehen"
d123f77a,de,german-bangla,"Ich bin Student und ich habe viele Bücher."
d140fb2d,de,german-bangla,"seit zwei Monaten"
d1933268,es,spanish-bangla,"Se llama Pedro."
d1d18595,de,german-bangla,"aufräumen"
d1e98243,es,spanish-bangla,"Pedro, ¿de dónde eres? Soy de Colombia. ¿Y tú? Yo soy de España. Soy española. ¡Qué bien! ¿Eres profesora? Sí, soy profesora."
d1f6b671,de,german-bangla,"Sie wird erfolgreich sein."
d266c7e1,de,german-bangla,"geschlossen"
d2759e7c,es,spanish-bangla,"Igualmente"
d29219b8,es,spanish-bangla,"Hoy es lunes."
d2b9c5b1,de,german-bangla,"wenn"
d30a1596,de,german-bangla,"Ich glaube, dass ich Erfolg haben werde."
d35caf92,de,german-bangla,"Der Himmel ist blau."
d3a002ec,de,german-bangla,"Die Schuhe sind bequem."
d3baaed4,de,german-bangla,"Man sollte viel Gemüse essen."
d4379198,es,spanish-bangla,"el padre, la madre"
d45cd614,de,german-bangla,"einmal im Monat"
d4905770,de,german-bangla,"die Anzeige"
d5873b7d,de,german-bangla,"Freut mich!"
d64a75ff,de,german-bangla,"Deutschland hat ein gutes Gesundheitssystem."
d68e0987,de,german-bangla,"das Gemüse"
d6a07b2c,de,german-bangla,"Was fehlt Ihnen?"
d6a882dc,de,german-bangla,"weit"
d6b86b56,de,german-bangla,"der Tag der Arbeit"
d70fd3ab,de,german-bangla,"das Bier"
d74a9ff7,de,german-bangla,"kochen"
d75107ce,es,spanish-bangla,"Adiós"
d7cf5ee8,de,german-bangla,"die Arbeit"
d8582ada,de,german-bangla,"Ist die Wohnung möbliert?"
d87463f2,de,german-bangla,"leicht"
d8c27fb7,de,german-bangla,"Wir haben das Museum besichtigt."
d8f8e85f,de,german-bangla,"Welcher Tag ist heute?"
d94afe0f,de,german-bangla,"Ich möchte bestellen."
d96a019b,es,spanish-bangla,"nervioso, nerviosa"
d96ff17b,de,german-bangla,"Wir haben Husten und Schnupfen."
d9810aa6,es,spanish-bangla,"¿Qué día es hoy?"
da32ab6b,de,german-bangla,"die Küche"
da501d49,de,german-bangla,"deine Mutter"
da5e7278,es,spanish-bangla,"el abuelo"
da68aa25,es,spanish-bangla,"dos"
daba49de,de,german-bangla,"Ich hätte gern eine eigene Firma."
db221e9a,de,german-bangla,"das Tennis"
db79a1ac,de,german-bangla,"der Geburtstag"
dbcf5f07,de,german-bangla,"Wo ist die Apotheke?"
dbf09d0b,de,german-bangla,"die Pause"
dc3d5db9,de,german-bangla,"Obwohl es regnet, machen wir Sport."
dc50e424,de,german-bangla,"das Brötchen"
dca282ae,de,german-bangla,"ein bisschen"
dd5fb535,de,german-bangla,"die Frau"
dd60dd83,de,german-bangla,"unser Haus"
dd91f2f1,es,spanish-bangla,"martes"
dd9a6131,de,german-bangla,"Wir verkleiden uns für Karneval."
dda1d36f,de,german-bangla,"Mir geht es gut."
ddb7b0c6,de,german-bangla,"Wir feiern Weihnachten mit der Familie."
ddc8b1cd,de,german-bangla,"Ich stehe um sieben Uhr auf."
ddd0a132,de,german-bangla,"die Bahncard"
de230086,de,german-bangla,"das Wandern"
de346043,de,german-bangla,"Check-in ist um vierzehn Uhr."
de78299f,es,spanish-bangla,"alto, alta"
de84d90a,es,spanish-bangla,"muy"
de90ec8b,de,german-bangla,"Ich trinke die Milch."
ded006a9,es,spanish-bangla,"Ana es mexicana."
ded4e228,de,german-bangla,"der Kassenbon"
deef479c,es,spanish-bangla,"el Reino Unido"
def5be87,de,german-bangla,"sich ausruhen"
df2ff42c,de,german-bangla,"Schloss Neuschwanstein ist sehr berühmt."
df9c5d56,de,german-bangla,"teuer"
dfd61a64,de,german-bangla,"das Radfahren"
e00c22e0,de,german-english,"e"
e00c22e0,es,spanish-bangla,"e"
e0100658,es,spanish-bangla,"lunes"
e0162674,de,german-bangla,"Wir fliegen mit dem Flugzeug."
e088aa3d,de,german-bangla,"die Fahrkarte"
e0f4d698,de,german-bangla,"das Kleid"
e0f61dfe,de,german-bangla,"die Mülltrennung"
e106d402,de,german-bangla,"die Kopfschmerzen"
e10848f8,de,german-bangla,"Guten Abend"
e11477bf,es,spanish-bangla,"Tú eres Pedro."
e1163640,de,german-bangla,"Deutsch tschüss Tschechien"
e15d8dee,es,spanish-bangla,"dieciocho"
e1784de7,de,german-bangla,"Ich möchte Mitglied werden."
e190216c,de,german-bangla,"der Flohmarkt"
e1934cd3,de,german-bangla,"Mein Vorstellungsgespräch ist morgen."
e223b11b,es,spanish-bangla,"¡Hola, Rahim! ¿Cómo estás? Estoy un poco cansado. Tengo un examen mañana. ¡Ah! ¿Y dónde está Carmen? Carmen está en casa. Está enferma hoy. ¡Qué lástima! ¿Y vosotros, los estudiantes? ¿Estáis nerviosos? Sí, estamos un poco nerviosos."
e22ef349,de,german-bangla,"arbeiten"
e2363da1,es,spanish-english,"sol"
e239ee62,de,german-bangla,"Was machst du in der Freizeit?"
e246cdc7,de,german-bangla,"das Hemd"
e26906a9,de,german-bangla,"w wie in Wasser"
e273162b,de,german-bangla,"das Stück"
e2f6fcef,de,german-bangla,"das Feuerwerk"
e3125006,de,german-bangla,"der Heiligabend"
e350bb8a,de,german-bangla,"Ich bin Ingenieur."
e38fb50a,de,german-bangla,"der Hausarzt"
e3f49928,de,german-bangla,"schenken"
e40be5e5,de,german-bangla,"immer"
e40c292c,de,german-english,"a"
e40c292c,es,spanish-bangla,"a"
e42b8a5f,de,german-bangla,"Ich werde nächstes Jahr studieren."
e44b8ac1,de,german-bangla,"das Andenken"
e45dc322,de,german-bangla,"Die Ausbildung dauert meistens drei Jahre."
e4c35d25,de,german-bangla,"Gitarre spielen"
e51f6045,de,german-bangla,"das Fitnessstudio"
e54e6313,de,german-bangla,"verschieben"
e59c4fbd,de,german-bangla,"die Tüte"
e5a213da,de,german-bangla,"Wir kaufen samstags ein."
e5cba4fa,de,german-bangla,"Deutschland hat viele Brotsorten."
e63d3a94,de,german-bangla,"Man sollte mehr Gemüse essen."
e6490429,es,spanish-bangla,"Soy bangladesí"
e6611639,de,german-bangla,"der Apotheker"
e6a50649,de,german-bangla,"viel"
e6bcfa02,de,german-bangla,"die Kreuzung"
e6cf07d2,de,german-bangla,"ein bequemes Hemd"
e6e494f8,de,german-bangla,"bequem"
e7341e60,de,german-bangla,"Ich habe zwei Augen und zwei Ohren."
e76d9761,de,german-bangla,"v wie in Vater"
e89f629c,es,spanish-bangla,"Está listo."
e8a7919d,de,german-bangla,"das Museum"
e8e2e369,de,german-bangla,"Ich spiele gern Fußball."
e922781a,de,german-bangla,"malen"
e97acd50,de,german-bangla,"Ich nehme es."
e9839106,de,german-bangla,"teurer"
e993b3a0,es,spanish-bangla,"Tengo una pregunta."
e9bbbcd4,de,german-bangla,"die Kaution"
e9ca9aee,de,german-bangla,"links"
e9cc4632,de,german-bangla,"der Snack"
e9f1ce9b,es,spanish-bangla,"el estudiante, los estudiantes"
ea0c329e,de,german-english,"o"
ea0c329e,es,spanish-bangla,"o"
ea32dcfa,de,german-bangla,"der Fehler"
ea3e8230,de,german-bangla,"der Polizist"
ea478762,de,german-bangla,"sich ausziehen"
ea778175,de,german-bangla,"der Schrebergarten"
ea787d22,de,german-bangla,"Ihr"
ea8b04fe,de,german-bangla,"besichtigen"
eaaca63a,de,german-bangla,"schneiden"
eab419a9,de,german-bangla,"Mein Vater ist Koch."
eb0a4cd9,de,german-bangla,"Du bist nett."
eb122b2c,de,german-bangla,"Er liebt die Frau."
eb1d7d0c,de,german-bangla,"der Neujahrstag"
eb265799,de,german-bangla,"Wir würden gern bezahlen."
eb72575d,de,german-bangla,"Wir trinken oft Kaffee am Morgen."
eba50864,de,german-bangla,"Ich bin gegangen."
ebed2c3d,es,spanish-bangla,"Rahim, ¿cuántos libros tienes? Tengo tres libros. ¿Y tú? Yo tengo dos libros y unos cuadernos también. ¿Y los profesores? ¿Son simpáticos? Sí, los profesores son muy simpáticos."
ebef5432,de,german-bangla,"Sie trinkt nie Alkohol."
ec022c4d,de,german-bangla,"das Doppelzimmer"
ec0c35c4,de,german-english,"i"
ec0c35c4,es,spanish-bangla,"i"
ec9e9e18,de,german-bangla,"fettig"
ecca85bd,de,german-bangla,"die Tradition"
ed02f05c,de,german-bangla,"das Sauerkraut"
ed1f0a01,es,spanish-bangla,"cansado, cansada"
ed955133,de,german-bangla,"der Student"
ee07d74c,de,german-bangla,"Die Ausbildung dauert drei Jahre."
ee680387,de,german-bangla,"zweimal im Jahr"
eeacde19,de,german-bangla,"der Koch"
eeccf020,de,german-bangla,"Die Kaltmiete plus Nebenkosten ist die Warmmiete."
eee823be,de,german-bangla,"Das Sofa steht vor dem Fenster."
ef03f2e6,de,german-bangla,"Tut dir der Bauch weh?"
ef0a7252,de,german-bangla,"weiß"
ef17f22f,de,german-bangla,"Koche das Wasser!"
ef497177,de,german-bangla,"jeden Montag"
ef7411f0,es,spanish-bangla,"¿Quién?"
ef8a5405,de,german-bangla,"der Gepäck"
f00c3c10,de,german-english,"u"
f00c3c10,es,spanish-bangla,"u"
f03c2909,de,german-bangla,"der Winter"
f043819e,es,spanish-bangla,"Más o menos"
f04f3db3,de,german-bangla,"die Jacke"
f0e620c8,es,spanish-bangla,"el bolígrafo"
f1076ca4,es,spanish-bangla,"Soy inteligente y muy trabajador."
f21f064c,de,german-bangla,"der Bahnhof"
f362366d,de,german-bangla,"der Frühling"
f3b2537f,de,german-bangla,"zur Schule gehen"
f3bd2ad3,es,spanish-bangla,"Sofía es simpática y divertida."
f3c39683,es,spanish-bangla,"hoy"
f3fe4798,de,german-bangla,"gefällt mir nicht"
f4e76553,de,german-bangla,"das Geschenk"
f4f208d3,de,german-bangla,"Was bist du von Beruf?"
f55856ed,de,german-bangla,"Sie haben verloren."
f56e0d4e,de,german-bangla,"einnehmen"
f588342e,de,german-bangla,"Die deutschen Feiertage sind interessant."
f5c36b18,de,german-bangla,"Meine Wohnung hat ein Wohnzimmer."
f5c50a20,de,german-bangla,"Ich esse selten Fleisch."
f679cda4,de,german-bangla,"dass"
f681f77b,de,german-bangla,"erstatten"
f68916c6,de,german-bangla,"Wo wohnst du?"
f6d7cbb8,de,german-bangla,"der Kopf"
f72355d5,de,german-bangla,"Ich schenke meiner Mutter ein Buch."
f7272d95,es,spanish-bangla,"Buenos días."
f757c458,de,german-bangla,"die Kalorien"
f75cfc0d,de,german-bangla,"das Rezept"
f772e2e2,es,spanish-bangla,"el profesor"
f7a6598a,de,german-bangla,"Was kostet die Hose?"
f7bd688a,de,german-bangla,"Gehen Sie geradeaus, dann links."
f7c271e5,de,german-bangla,"Obwohl es schwer war, habe ich nicht aufgegeben."
f7ca00c2,de,german-bangla,"Ich hätte gern einen Kaffee."
f7ed4390,de,german-bangla,"mein Vater"
f8106f10,de,german-bangla,"einsteigen"
f881e34e,de,german-bangla,"die Sonne scheint"
f8835433,de,german-english,"Tag"
f885a5f1,de,german-bangla,"das Taxi"
f8a98938,de,german-bangla,"größer"
f9093446,es,spanish-bangla,"nueve"
f90f4fdc,de,german-bangla,"Es regnet."
f962493e,de,german-bangla,"jedes Wochenende"
fa2fad5a,de,german-bangla,"sich duschen"
fa7a389f,de,german-bangla,"süß"
fb48fe82,de,german-bangla,"die Kinder"
fb69b376,es,spanish-bangla,"los padres"
fc0c4ef4,es,spanish-bangla,"y"
fc421bf5,de,german-bangla,"Im Sommer sitzt man gern im Biergarten."
fc84272d,de,german-bangla,"Im Sommer sitzt man im Biergarten."
fcd13afc,de,german-bangla,"Sie hat keine Lust zu arbeiten."
fd1da3f6,de,german-bangla,"das Vorstellungsgespräch"
fd5c5447,es,spanish-english,"cosa"
fd8274cb,de,german-bangla,"gegenüber"
fda70321,es,spanish-bangla,"La mesa es de madera."
fdc52c3c,de,german-bangla,"Wie komme ich zum Bahnhof?"
fe0b17c4,de,german-bangla,"das Land"
fe2cc782,es,spanish-bangla,"Pedro es argentino."
fe363e91,de,german-bangla,"die Schuhe"
fe4e738e,de,german-bangla,"das Flugzeug"
fe50c719,de,german-bangla,"das Fleisch"
ff00c256,de,german-bangla,"Was kostet das Brot?"
ff44a0a3,de,german-bangla,"der Plan"
ffc8801b,de,german-bangla,"Mir geht es gut"
ffcdb2a1,de,german-english,"tset"
fff7e7ef,de,german-bangla,"putzen"
